232,990,16626,65510,12,65526,0,65527,65533,380,59673,63141,1
242,998,16664,65509,13,65526,0,65527,65533,393,59671,63124,2
220,1040,16728,65510,12,65525,0,65527,65533,387,59657,63125,3
324,994,16622,65511,11,65526,0,65527,65534,401,59667,63122,4
282,976,16646,65512,12,65525,0,65527,65534,398,59684,63121,5
278,960,16612,65511,12,65525,0,65527,65534,371,59667,63143,6
304,964,16582,65511,13,65526,0,65527,65534,386,59684,63134,7
270,954,16672,65510,13,65526,0,65527,65534,381,59679,63114,8
218,958,16736,65511,12,65526,0,65527,65534,369,59674,63123,9
214,972,16660,65511,12,65526,0,65527,65534,387,59679,63137,10
244,958,16696,65511,12,65525,0,65527,65534,377,59663,63122,11
254,968,16692,65510,12,65526,0,65527,65534,383,59657,63134,12
278,1032,16630,65510,11,65527,0,65527,65534,392,59667,63125,13
250,1010,16640,65512,11,65526,0,65527,65534,378,59671,63138,14
244,978,16758,65512,11,65525,0,65527,65534,372,59668,63154,15
310,954,16756,65510,12,65526,0,65527,65534,387,59653,63146,16
310,960,16588,65511,13,65524,0,65527,65534,396,59653,63127,17
272,974,16664,65511,13,65526,0,65527,65534,394,59669,63122,18
226,972,16658,65511,12,65526,0,65527,65534,383,59662,63138,19
244,988,16650,65512,12,65525,0,65527,65534,377,59664,63147,20
268,992,16756,65512,12,65525,0,65527,65534,385,59665,63150,21
300,916,16602,65511,12,65525,0,65527,65534,384,59661,63141,22
276,930,16598,65511,11,65527,0,65527,65534,379,59671,63159,23
248,926,16626,65512,12,65525,0,65527,65534,385,59668,63144,24
244,930,16624,65511,12,65526,0,65527,65534,348,59666,63126,25
280,962,16658,65511,11,65526,0,65527,65534,375,59676,63138,26
260,974,16624,65511,11,65525,0,65527,65534,389,59667,63152,27
222,984,16622,65511,12,65526,0,65527,65534,390,59653,63150,28
334,1006,16576,65511,12,65525,0,65527,65534,377,59666,63150,29
246,1006,16668,65511,12,65526,0,65527,65534,399,59674,63139,30
278,930,16702,65510,12,65526,0,65527,65534,369,59671,63149,31
326,1002,16656,65512,13,65526,0,65527,65534,373,59654,63141,32
262,958,16678,65511,11,65526,0,65527,65534,382,59656,63146,33
214,980,16652,65512,12,65526,0,65527,65534,380,59654,63135,34
276,948,16698,65512,13,65525,0,65527,65534,378,59669,63137,35
338,968,16570,65511,13,65526,0,65527,65534,376,59668,63133,36
202,990,16538,65511,12,65525,0,65527,65534,386,59671,63135,37
262,946,16612,65512,13,65525,0,65527,65534,402,59674,63130,38
226,1014,16600,65510,12,65525,0,65527,65534,379,59678,63132,39
334,1000,16692,65510,11,65525,0,65527,65534,366,59691,63126,40
264,970,16620,65512,12,65525,0,65527,65534,388,59670,63157,41
270,920,16646,65512,11,65526,0,65527,65534,395,59659,63151,42
240,992,16538,65510,13,65525,0,65527,65534,381,59667,63128,43
280,924,16668,65510,12,65526,0,65527,65534,387,59687,63124,44
258,964,16698,65511,11,65525,0,65527,65534,377,59676,63133,45
268,1012,16658,65511,12,65526,0,65527,65534,382,59680,63144,46
310,1008,16658,65512,12,65526,0,65527,65534,397,59680,63135,47
244,996,16598,65512,12,65526,0,65527,65534,395,59675,63140,48
292,930,16720,65512,12,65525,0,65527,65534,373,59666,63135,49
272,954,16658,65510,13,65525,0,65527,65534,408,59665,63130,50
282,978,16628,65511,12,65525,0,65527,65534,400,59689,63123,51
262,966,16714,65511,13,65525,0,65527,65534,389,59695,63115,52
344,996,16684,65511,13,65527,0,65527,65534,397,59687,63121,53
236,1006,16614,65509,11,65525,0,65527,65534,372,59690,63132,54
236,932,16688,65511,12,65526,0,65527,65534,377,59689,63119,55
282,964,16690,65511,12,65525,0,65527,65534,388,59686,63128,56
272,942,16648,65510,13,65526,0,65527,65534,385,59691,63136,57
248,984,16646,65512,12,65525,0,65527,65534,385,59676,63129,58
262,978,16642,65509,12,65525,0,65527,65534,399,59688,63147,59
290,1032,16698,65509,11,65526,0,65527,65534,393,59683,63147,60
328,932,16734,65510,11,65526,0,65527,65534,400,59687,63144,61
256,962,16602,65510,12,65526,0,65527,65534,399,59667,63143,62
314,1008,16618,65510,11,65524,0,65527,65534,388,59692,63143,63
226,1008,16706,65511,11,65526,0,65527,65534,394,59684,63139,64
278,962,16674,65510,12,65525,0,65527,65534,397,59671,63119,65
262,1010,16718,65511,13,65525,0,65527,65534,371,59669,63112,66
284,984,16596,65510,12,65525,0,65527,65534,384,59664,63117,67
306,948,16714,65512,12,65525,0,65527,65534,389,59664,63153,68
234,986,16656,65511,12,65525,0,65527,65534,380,59666,63155,69
252,972,16730,65510,13,65526,0,65527,65534,380,59663,63129,70
272,922,16716,65510,11,65526,0,65527,65534,392,59678,63147,71
254,976,16540,65510,12,65526,0,65527,65534,396,59680,63140,72
262,922,16740,65511,11,65524,0,65527,65534,386,59674,63143,73
268,972,16652,65511,12,65525,0,65527,65534,386,59671,63158,74
214,1014,16668,65511,12,65524,0,65527,65534,383,59653,63131,75
216,968,16680,65511,12,65525,0,65527,65534,399,59662,63149,76
228,1000,16628,65511,12,65525,0,65527,65534,407,59667,63153,77
256,976,16702,65511,11,65527,0,65527,65534,397,59670,63156,78
274,970,16684,65510,12,65526,0,65527,65534,388,59661,63165,79
252,906,16696,65512,13,65525,0,65527,65534,396,59676,63155,80
242,988,16530,65511,11,65525,0,65527,65534,383,59672,63152,81
264,986,16644,65511,12,65526,0,65527,65534,392,59649,63156,82
318,982,16672,65510,12,65527,0,65527,65534,392,59655,63155,83
278,958,16670,65511,12,65524,0,65527,65534,391,59665,63166,84
292,940,16620,65510,13,65527,0,65527,65534,398,59663,63172,85
238,994,16738,65512,13,65526,0,65527,65534,377,59651,63166,86
256,992,16762,65511,12,65526,0,65527,65534,403,59653,63164,87
262,962,16732,65511,12,65526,0,65527,65534,395,59662,63172,88
262,1000,16696,65510,12,65525,0,65527,65534,371,59666,63159,89
264,1006,16644,65511,12,65526,0,65527,65534,376,59662,63173,90
234,998,16666,65510,11,65525,0,65527,65534,381,59666,63159,91
266,974,16548,65511,12,65524,0,65527,65534,371,59668,63175,92
280,960,16754,65511,11,65526,0,65527,65534,381,59655,63174,93
284,952,16712,65510,11,65526,0,65527,65534,383,59658,63159,94
300,912,16636,65511,12,65525,0,65527,65534,397,59652,63157,95
296,934,16608,65510,11,65525,0,65527,65534,402,59642,63163,96
