388,906,16582,65511,9,65525,0,2,691,86,59576,62889,1
344,936,16494,65512,9,65523,0,2,691,86,59578,62888,2
358,896,16576,65512,9,65525,0,2,691,88,59573,62894,3
372,934,16582,65510,9,65525,0,2,691,83,59585,62893,4
374,914,16556,65512,9,65524,0,2,691,83,59588,62898,5
384,956,16502,65512,7,65526,0,2,691,88,59590,62904,6
352,958,16530,65511,9,65524,0,2,691,92,59584,62907,7
384,910,16528,65511,9,65525,0,2,691,99,59589,62904,8
328,940,16528,65510,10,65524,0,2,691,110,59582,62906,9
364,864,16590,65510,7,65527,0,2,691,106,59588,62910,10
358,960,16514,65511,9,65526,0,2,691,100,59597,62907,11
410,942,16536,65511,8,65525,0,2,691,95,59607,62911,12
382,1008,16484,65511,9,65525,0,2,691,94,59606,62908,13
436,896,16564,65513,9,65526,0,2,691,85,59611,62910,14
318,932,16544,65510,9,65524,0,2,691,84,59613,62909,15
386,930,16566,65512,9,65525,0,2,691,86,59611,62906,16
354,944,16578,65510,10,65525,0,2,691,92,59608,62894,17
300,1020,16562,65510,8,65525,0,2,691,85,59612,62895,18
340,974,16552,65512,9,65526,0,2,691,85,59614,62895,19
338,948,16552,65511,9,65524,0,2,691,92,59605,62891,20
374,912,16486,65512,9,65524,0,2,691,84,59603,62885,21
382,994,16468,65511,10,65524,0,2,691,77,59598,62882,22
388,946,16504,65510,9,65525,0,2,691,79,59595,62883,23
448,912,16568,65512,10,65525,0,2,691,78,59587,62878,24
402,962,16620,65511,11,65525,0,2,691,78,59592,62873,25
390,950,16604,65510,9,65525,0,2,691,78,59587,62875,26
342,850,16568,65511,9,65525,0,2,691,79,59586,62877,27
354,928,16580,65511,10,65525,0,2,691,79,59582,62881,28
404,906,16474,65513,9,65525,0,2,691,80,59583,62885,29
368,942,16586,65512,10,65526,0,2,691,77,59576,62891,30
374,902,16542,65510,9,65525,0,2,691,96,59575,62889,31
378,912,16616,65511,8,65526,0,2,691,97,59577,62891,32
398,1014,16506,65512,9,65526,0,2,691,100,59582,62889,33
366,924,16446,65513,9,65525,0,2,691,107,59585,62889,34
304,912,16596,65511,10,65526,0,2,691,111,59589,62884,35
368,908,16516,65512,9,65525,0,2,691,100,59594,62888,36
340,846,16514,65510,10,65524,0,2,691,98,59591,62894,37
366,894,16444,65512,9,65524,0,2,691,99,59591,62896,38
330,942,16568,65512,8,65525,0,2,691,92,59595,62894,39
386,924,16512,65511,9,65526,0,2,691,93,59605,62907,40
310,928,16610,65512,10,65525,0,2,691,90,59607,62903,41
314,924,16514,65513,8,65524,0,2,691,95,59613,62893,42
354,926,16530,65510,9,65526,0,2,691,93,59612,62890,43
376,934,16550,65511,10,65525,0,2,691,93,59604,62896,44
332,926,16490,65513,9,65525,0,2,691,94,59599,62881,45
396,926,16500,65511,9,65525,0,2,691,103,59606,62890,46
352,964,16624,65511,10,65525,0,2,691,104,59605,62897,47
334,910,16450,65512,10,65525,0,2,691,102,59603,62894,48
354,948,16566,65510,8,65525,0,2,691,100,59609,62890,49
358,926,16580,65510,9,65525,0,2,691,102,59606,62895,50
