216,920,16518,65511,8,65525,65535,6,738,102,59586,62883,1
304,956,16488,65511,8,65525,65535,6,738,114,59596,62885,2
216,934,16482,65512,9,65525,65535,6,738,115,59605,62875,3
204,926,16608,65512,10,65526,65535,6,738,119,59595,62880,4
272,932,16526,65510,9,65525,65535,6,738,119,59599,62889,5
216,906,16522,65512,9,65526,65535,6,738,108,59601,62891,6
228,936,16534,65511,9,65524,65535,6,738,91,59607,62861,7
262,922,16506,65512,9,65525,65535,6,738,98,59598,62877,8
314,838,16552,65511,8,65525,65535,6,738,95,59590,62886,9
248,894,16606,65511,8,65524,65535,6,738,108,59601,62886,10
206,908,16510,65511,10,65526,65535,6,738,110,59604,62899,11
260,910,16448,65512,8,65525,65535,6,738,115,59588,62888,12
194,864,16484,65511,9,65527,65535,6,738,134,59590,62880,13
242,924,16498,65510,10,65525,65535,6,738,124,59594,62884,14
254,868,16624,65511,8,65525,65535,6,738,117,59597,62876,15
248,878,16516,65511,9,65525,65535,6,738,117,59597,62875,16
224,898,16472,65511,9,65525,65535,6,738,120,59596,62888,17
228,908,16574,65511,8,65526,65535,6,738,130,59585,62902,18
210,950,16602,65511,10,65525,65535,6,738,112,59594,62890,19
200,896,16398,65509,10,65525,65535,6,738,106,59604,62899,20
268,898,16586,65511,10,65524,65535,6,738,110,59586,62902,21
284,912,16584,65511,9,65524,65535,6,738,120,59594,62902,22
170,844,16584,65511,10,65525,65535,6,738,104,59593,62903,23
254,890,16512,65510,8,65525,65535,6,738,99,59585,62900,24
256,972,16550,65512,8,65525,65535,6,738,125,59606,62914,25
304,916,16434,65512,9,65524,65535,6,738,131,59601,62932,26
222,936,16488,65513,10,65526,65535,6,738,126,59596,62928,27
270,884,16510,65510,9,65525,65535,6,738,112,59590,62908,28
278,914,16564,65511,10,65525,65535,6,738,121,59581,62910,29
198,910,16460,65512,9,65525,65535,6,738,103,59592,62904,30
238,924,16550,65512,9,65525,65535,6,738,99,59584,62919,31
190,896,16462,65512,9,65525,65535,6,738,120,59578,62908,32
270,896,16512,65511,9,65525,65535,6,738,121,59584,62926,33
262,866,16622,65512,8,65525,65535,6,738,118,59591,62922,34
234,876,16634,65512,9,65525,65535,6,738,125,59603,62915,35
226,932,16496,65512,9,65524,65535,6,738,114,59592,62927,36
252,942,16586,65512,10,65524,65535,6,738,117,59590,62929,37
258,876,16488,65512,8,65525,65535,6,738,113,59602,62940,38
232,896,16534,65511,9,65525,65535,6,738,110,59585,62931,39
250,938,16514,65511,9,65524,65535,6,738,130,59575,62922,40
264,912,16656,65512,9,65525,65535,6,738,142,59572,62924,41
336,920,16474,65512,9,65526,65535,6,738,122,59584,62929,42
248,904,16514,65511,8,65524,65535,6,738,130,59590,62932,43
260,924,16538,65512,11,65525,65535,6,738,126,59581,62921,44
248,878,16624,65512,8,65524,65535,6,738,122,59577,62923,45
200,958,16436,65513,9,65525,65535,6,738,127,59593,62923,46
270,932,16500,65512,8,65526,65535,6,738,117,59587,62931,47
220,916,16594,65511,10,65525,65535,6,738,113,59600,62917,48
296,860,16492,65512,10,65524,65535,6,738,108,59594,62905,49
236,912,16452,65511,10,65524,65535,6,738,120,59569,62930,50
