632,902,16558,65512,10,-9,-1,-21,667,700,59380,-1915,1
640,910,16492,-25,9,65524,-1,-21,667,692,-6149,63612,2
666,914,16468,65512,10,65524,-1,-21,667,701,-6165,-1923,3
588,950,16542,65512,9,-11,-1,-21,667,693,59364,-1927,4
640,952,16494,65512,9,-11,-1,-21,667,703,59370,-1925,5
552,894,16564,65512,9,-11,-1,-21,667,709,59370,63638,6
606,972,16484,65512,10,-11,-1,-21,667,704,-6163,-1919,7
544,996,16454,65512,10,65524,-1,-21,667,692,-6159,-1925,8
558,914,16448,65512,9,-11,-1,-21,667,696,59362,63628,9
576,924,16458,65510,9,-11,-1,-21,667,699,59360,63630,10
608,924,16534,65512,9,-11,-1,-21,667,692,-6179,-1919,11
586,942,16510,65512,9,-11,-1,-21,667,701,59364,63606,12
580,950,16520,65512,9,65526,-1,-21,667,699,59370,-1919,13
586,930,16586,-25,11,65526,-1,-21,667,703,-6155,-1931,14
606,950,16492,-25,9,-11,-1,-21,667,704,59368,-1937,15
604,944,16458,-25,9,-11,-1,-21,667,702,59376,63606,16
648,894,16492,65512,10,-11,-1,-21,667,692,-6141,63606,17
612,938,16574,-23,9,-11,-1,-21,667,688,-6137,-1921,18
584,910,16522,65512,10,65526,-1,-21,667,696,59374,-1923,19
632,932,16454,65512,8,-11,-1,-21,667,700,-6153,63630,20
