504,900,16518,65512,10,-11,-1,-21,483,688,59402,63552,1
540,952,16536,65512,9,-11,-1,-21,483,689,-6133,63570,2
592,912,16564,-25,10,-11,-1,-21,483,685,-6129,-1965,3
556,934,16442,65512,10,65526,-1,-21,483,683,-6119,63566,4
600,874,16536,65512,9,65524,-1,-21,483,686,59394,-1995,5
638,930,16408,65512,10,-11,-1,-21,483,674,-6151,63556,6
602,954,16488,65512,9,65524,-1,-21,483,684,-6157,63566,7
584,936,16546,65512,11,-11,-1,-21,483,654,59384,63558,8
586,914,16462,65512,10,-11,-1,-21,483,667,-6143,63564,9
618,946,16484,-23,9,65526,-1,-21,483,679,-6151,-1957,10
604,960,16560,65512,10,65526,-1,-21,483,672,-6141,63590,11
626,986,16528,-25,8,65524,-1,-21,483,671,59398,-1953,12
590,956,16494,-25,10,65524,-1,-21,483,686,59408,63568,13
588,954,16478,-23,9,-11,-1,-21,483,686,-6133,63558,14
604,904,16538,65512,10,-11,-1,-21,483,674,59396,-1983,15
608,940,16524,65512,9,-11,-1,-21,483,685,-6137,-1977,16
552,906,16540,65512,10,65526,-1,-21,483,693,59394,63568,17
628,906,16522,65510,9,65524,-1,-21,483,688,-6139,63560,18
582,928,16498,65512,10,-11,-1,-21,483,692,-6127,63562,19
600,912,16494,-23,8,-9,-1,-21,483,680,-6127,63556,20
